AnoMes,PAG_PFPJ,REC_PFPJ,PAG_REGIAO,REC_REGIAO,PAG_IDADE,REC_IDADE,FORMAINICIACAO,NATUREZA,FINALIDADE,VALOR,QUANTIDADE
202411,PF,PJ,NORDESTE,NORTE,entre 30 e 39 anos,Nao se aplica,MANU,P2G,Pix,"31488,37",5
202411,PF,PF,NORDESTE,SUDESTE,entre 50 e 59 anos,entre 40 e 49 anos,MANU,P2P,Pix,"17702192,83",93119
202411,PF,PJ,SUDESTE,SUL,mais de 60 anos,Nao se aplica,DICT,P2G,Pix,"21802,41",39
202411,PJ,PF,SUL,SUL,Nao se aplica,entre 50 e 59 anos,DICT,B2P,Pix,"4398553782,39",3242867
202411,PF,PJ,NORTE,SUL,entre 40 e 49 anos,Nao se aplica,QRDN,P2G,Pix,"366494,02",796
202411,PF,PJ,SUL,CENTRO-OESTE,entre 50 e 59 anos,Nao se aplica,QRES,P2G,Pix,"7374,1",92
202411,PF,PF,SUL,NORTE,até 19 anos,entre 30 e 39 anos,QRES,P2P,Pix,"126822,58",5720
202411,PF,PF,SUDESTE,Nao informado,entre 20 e 29 anos,até 19 anos,QRES,P2P,Pix,"3790,95",57
202411,PF,PF,CENTRO-OESTE,SUDESTE,mais de 60 anos,mais de 60 anos,QRDN,P2P,Pix,"69036,47",1270
202411,PF,PJ,NORDESTE,NORDESTE,entre 20 e 29 anos,Nao se aplica,MANU,P2G,Pix,"182825,26",457
202411,PF,PF,SUL,NORTE,entre 40 e 49 anos,entre 50 e 59 anos,Nao disponivel,P2P,Nao disponivel,"12938,1",93
202411,PF,PF,NORDESTE,NORDESTE,entre 50 e 59 anos,mais de 60 anos,QRDN,P2P,Pix,"11495527,09",320080
202411,PF,PJ,Nao informado,CENTRO-OESTE,mais de 60 anos,Nao se aplica,QRDN,P2B,Pix,"259637,56",1087
202411,PJ,PF,Nao informado,NORDESTE,Nao se aplica,entre 30 e 39 anos,DICT,B2P,Pix,"1574467,61",1559
202411,PF,PF,Nao informado,SUL,entre 40 e 49 anos,entre 50 e 59 anos,DICT,P2P,Pix,"3075524,26",3261
202411,PF,PF,NORTE,NORTE,entre 30 e 39 anos,entre 50 e 59 anos,Nao disponivel,P2P,Nao disponivel,"1382915,76",7388
202411,PF,PF,NORTE,NORTE,até 19 anos,até 19 anos,Nao disponivel,P2P,Nao disponivel,"1444079,19",27070
202411,PF,PF,NORDESTE,Nao informado,entre 40 e 49 anos,mais de 60 anos,MANU,P2P,Pix,"73021,47",238
202411,PF,PF,SUDESTE,SUDESTE,entre 50 e 59 anos,mais de 60 anos,Nao disponivel,P2P,Nao disponivel,"4311063,51",11513
202411,PF,PF,SUL,SUDESTE,entre 40 e 49 anos,entre 20 e 29 anos,Nao disponivel,P2P,Nao disponivel,"132433,98",713
202411,PF,PF,NORTE,NORTE,entre 50 e 59 anos,entre 40 e 49 anos,Nao disponivel,P2P,Nao disponivel,"630774,51",3417
202411,PF,PF,NORTE,NORTE,entre 40 e 49 anos,até 19 anos,QRES,P2P,Pix,"2611976,94",62477
202411,PF,PF,SUL,Nao informado,entre 30 e 39 anos,Nao informado,MANU,P2P,Pix,50,1
202411,PF,PF,SUL,Nao informado,entre 20 e 29 anos,entre 20 e 29 anos,Nao disponivel,P2P,Nao disponivel,"26690,31",43
202411,PF,PF,Nao informado,Nao informado,entre 50 e 59 anos,até 19 anos,QRES,P2P,Pix,183,7
202411,PF,PF,CENTRO-OESTE,NORTE,entre 40 e 49 anos,até 19 anos,Nao disponivel,P2P,Nao disponivel,"15986,23",182
202411,PF,PF,CENTRO-OESTE,SUDESTE,entre 30 e 39 anos,entre 40 e 49 anos,INIC,P2P,Pix,"24,9",1
202411,PF,PF,NORDESTE,SUL,até 19 anos,entre 50 e 59 anos,DICT,P2P,Pix,"1205742,27",13390
202411,PF,PF,CENTRO-OESTE,CENTRO-OESTE,até 19 anos,entre 40 e 49 anos,Nao disponivel,P2P,Nao disponivel,"1260465,54",8928
202411,PF,PJ,SUL,NORDESTE,entre 30 e 39 anos,Nao se aplica,QRES,P2B,Pix,"8022721,01",137994
202411,PJ,PF,SUL,CENTRO-OESTE,Nao se aplica,entre 50 e 59 anos,DICT,G2P,Pix,"26911,35",127
202411,PF,PF,NORTE,NORTE,até 19 anos,até 19 anos,QRES,P2P,Pix,"5143612,65",115706
202411,PF,PF,NORDESTE,SUDESTE,mais de 60 anos,Nao informado,QRES,P2P,Pix,"571039,07",358
202411,PF,PF,NORTE,Nao informado,entre 40 e 49 anos,até 19 anos,Nao disponivel,P2P,Nao disponivel,"446,02",5
202411,PF,PF,SUDESTE,NORTE,entre 20 e 29 anos,entre 30 e 39 anos,MANU,P2P,Pix,"5216483,56",33049
202411,PF,PF,CENTRO-OESTE,CENTRO-OESTE,entre 20 e 29 anos,entre 30 e 39 anos,MANU,P2P,Pix,"207906533,75",1128726
202411,PF,PJ,NORTE,SUDESTE,até 19 anos,Nao se aplica,MANU,P2B,Pix,"599679,87",8402
202411,PF,PF,Nao informado,SUDESTE,entre 20 e 29 anos,mais de 60 anos,MANU,P2P,Pix,"531799,32",558
202411,PF,PF,SUL,SUDESTE,entre 30 e 39 anos,até 19 anos,Nao disponivel,P2P,Nao disponivel,"26787,3",617
202411,PF,PF,SUL,NORTE,até 19 anos,entre 20 e 29 anos,MANU,P2P,Pix,"477638,8",6663
202411,PF,PF,NORTE,SUL,até 19 anos,entre 50 e 59 anos,Nao disponivel,P2P,Nao disponivel,"6702,58",90
202411,PF,PF,Nao informado,NORTE,entre 40 e 49 anos,entre 30 e 39 anos,Nao disponivel,P2P,Nao disponivel,"4071,54",22
202411,PF,PF,NORDESTE,CENTRO-OESTE,entre 40 e 49 anos,até 19 anos,DICT,P2P,Pix,"7183746,08",66097
202411,PF,PF,NORTE,NORDESTE,mais de 60 anos,entre 50 e 59 anos,DICT,P2P,Pix,"14932191,43",35816
202411,PF,PF,Nao informado,SUDESTE,entre 40 e 49 anos,entre 40 e 49 anos,Nao disponivel,P2P,Nao disponivel,"20073,14",36
202411,PF,PF,NORDESTE,CENTRO-OESTE,entre 40 e 49 anos,entre 40 e 49 anos,QRES,P2P,Pix,2135806,44322
202411,PJ,PJ,SUDESTE,SUDESTE,Nao se aplica,Nao se aplica,MANU,B2B,Pix,"344370112983,88",24051950
202411,PJ,PF,SUL,SUDESTE,Nao se aplica,entre 40 e 49 anos,QRDN,B2P,Pix,1142284,12118
202411,PF,PF,CENTRO-OESTE,Nao informado,até 19 anos,entre 20 e 29 anos,QRDN,P2P,Pix,"2155,13",31
202411,PF,PF,NORDESTE,NORTE,entre 50 e 59 anos,entre 20 e 29 anos,QRES,P2P,Pix,"386646,15",7468
202411,PF,PJ,NORDESTE,NORTE,até 19 anos,Nao se aplica,QRDN,P2G,Pix,"39313,05",244
202411,PJ,PF,NORDESTE,NORTE,Nao se aplica,mais de 60 anos,QRDN,B2P,Pix,"46953,18",764
202411,PF,PF,CENTRO-OESTE,SUDESTE,entre 30 e 39 anos,até 19 anos,QRES,P2P,Pix,"286479,09",4507
202411,PF,PF,CENTRO-OESTE,CENTRO-OESTE,Nao informado,entre 30 e 39 anos,DICT,P2P,Pix,"1504,42",7
202411,PF,PJ,Nao informado,SUDESTE,entre 30 e 39 anos,Nao se aplica,QRDN,P2B,Pix Saque,"3733,16",17
202411,PF,PJ,NORTE,NORTE,entre 30 e 39 anos,Nao se aplica,MANU,P2B,Pix,"305649183,49",837778
202411,PF,PF,SUDESTE,SUDESTE,entre 50 e 59 anos,Nao informado,QRDN,P2P,Pix,"60414,81",85
202411,PF,PF,CENTRO-OESTE,CENTRO-OESTE,entre 30 e 39 anos,entre 20 e 29 anos,QRES,P2P,Pix,"27009488,65",428444
202411,PJ,PF,NORTE,NORDESTE,Nao se aplica,até 19 anos,QRDN,B2P,Pix,"27378,39",272
202411,PF,PJ,SUDESTE,CENTRO-OESTE,entre 40 e 49 anos,Nao se aplica,QRDN,P2B,Pix Saque,"119681,41",630
202411,PF,PF,CENTRO-OESTE,SUL,entre 40 e 49 anos,mais de 60 anos,Nao disponivel,P2P,Nao disponivel,"93849,31",89
202411,PF,PF,NORDESTE,CENTRO-OESTE,entre 20 e 29 anos,até 19 anos,QRDN,P2P,Pix,"316964,99",6477
202411,PJ,PJ,NORTE,SUL,Nao se aplica,Nao se aplica,DICT,B2B,Pix,"515290056,55",50866
202411,PF,PF,CENTRO-OESTE,SUDESTE,mais de 60 anos,entre 30 e 39 anos,QRES,P2P,Pix,"843997,1",4953
202411,PJ,PF,SUDESTE,SUL,Nao se aplica,entre 20 e 29 anos,DICT,G2P,Pix,"146053,06",57
202411,PJ,PF,NORDESTE,Nao informado,Nao se aplica,até 19 anos,Nao disponivel,B2P,Nao disponivel,"796,17",15
202411,PF,PJ,SUDESTE,CENTRO-OESTE,entre 50 e 59 anos,Nao se aplica,QRDN,P2B,Pix Saque,"129786,45",449
202411,PF,PF,Nao informado,SUDESTE,entre 20 e 29 anos,até 19 anos,Nao disponivel,P2P,Nao disponivel,"1370,34",5
202411,PF,PF,Nao informado,SUDESTE,entre 50 e 59 anos,até 19 anos,MANU,P2P,Pix,"48414,65",233
202411,PF,PJ,Nao informado,NORTE,entre 20 e 29 anos,Nao se aplica,MANU,P2B,Pix,"112385,32",414
202411,PF,PJ,NORDESTE,NORTE,mais de 60 anos,Nao se aplica,MANU,P2G,Pix,"615,14",2
202411,PF,PF,CENTRO-OESTE,CENTRO-OESTE,entre 40 e 49 anos,entre 20 e 29 anos,DICT,P2P,Pix,"1050436097,5",4338431
202411,PF,PF,NORTE,NORDESTE,entre 50 e 59 anos,entre 40 e 49 anos,DICT,P2P,Pix,"38399909,24",117532
202411,PF,PF,SUL,SUL,entre 40 e 49 anos,entre 20 e 29 anos,QRES,P2P,Pix,"20838810,48",260691
202411,PF,PF,SUDESTE,CENTRO-OESTE,entre 30 e 39 anos,entre 20 e 29 anos,QRES,P2P,Pix,"1682958,43",29685
202411,PF,PF,SUL,NORDESTE,entre 40 e 49 anos,entre 30 e 39 anos,QRES,P2P,Pix,"1163131,15",22260
202411,PJ,PF,CENTRO-OESTE,CENTRO-OESTE,Nao se aplica,Nao informado,MANU,B2P,Pix,"1339,1",1
202411,PF,PJ,SUDESTE,SUL,entre 40 e 49 anos,Nao se aplica,DICT,P2G,Pix,"40694,87",88
202411,PF,PF,SUDESTE,NORTE,até 19 anos,até 19 anos,MANU,P2P,Pix,"259707,69",8607
202411,PF,PF,SUL,NORTE,até 19 anos,mais de 60 anos,MANU,P2P,Pix,"36384,43",444
202411,PJ,PF,SUDESTE,NORTE,Nao se aplica,entre 40 e 49 anos,Nao disponivel,G2P,Nao disponivel,"3700,92",5
202411,PF,PJ,NORDESTE,NORDESTE,entre 50 e 59 anos,Nao se aplica,Nao disponivel,P2G,Nao disponivel,250,1
202411,PF,PF,SUL,SUDESTE,entre 50 e 59 anos,entre 50 e 59 anos,QRES,P2P,Pix,"909202,4",8961
202411,PF,PF,NORDESTE,Nao informado,entre 40 e 49 anos,até 19 anos,DICT,P2P,Pix,"134177,2",776
202411,PF,PF,SUDESTE,SUL,entre 40 e 49 anos,entre 50 e 59 anos,MANU,P2P,Pix,"12859020,57",24596
202411,PF,PF,NORTE,SUL,entre 50 e 59 anos,entre 50 e 59 anos,DICT,P2P,Pix,"9257186,34",25891
202411,PF,PF,SUDESTE,Nao informado,mais de 60 anos,até 19 anos,QRDN,P2P,Pix,"73,9",2
202411,PF,PF,SUDESTE,CENTRO-OESTE,até 19 anos,entre 20 e 29 anos,DICT,P2P,Pix,"6725828,22",74898
202411,PF,PF,Nao informado,CENTRO-OESTE,entre 20 e 29 anos,entre 20 e 29 anos,MANU,P2P,Pix,"175007,83",787
202411,PF,PF,NORTE,CENTRO-OESTE,entre 20 e 29 anos,entre 40 e 49 anos,Nao disponivel,P2P,Nao disponivel,"111075,53",588
202411,PF,PF,Nao informado,Nao informado,entre 50 e 59 anos,entre 50 e 59 anos,Nao disponivel,P2P,Nao disponivel,44102,7
202411,PJ,PF,NORTE,CENTRO-OESTE,Nao se aplica,mais de 60 anos,Nao disponivel,B2P,Nao disponivel,"33736,5",77
202411,PJ,PF,NORTE,CENTRO-OESTE,Nao se aplica,entre 30 e 39 anos,MANU,G2P,Pix,"16917,66",8
202411,PF,PF,CENTRO-OESTE,SUDESTE,entre 30 e 39 anos,mais de 60 anos,QRDN,P2P,Pix,"465064,33",12517
202411,PF,PF,NORTE,NORDESTE,até 19 anos,mais de 60 anos,DICT,P2P,Pix,"810705,98",10662
202411,PF,PJ,SUDESTE,NORDESTE,entre 40 e 49 anos,Nao se aplica,DICT,P2G,Pix,"26027,05",77
202411,PF,PF,CENTRO-OESTE,CENTRO-OESTE,entre 40 e 49 anos,entre 50 e 59 anos,Nao disponivel,P2P,Nao disponivel,"1972352,24",5057
202411,PF,PF,CENTRO-OESTE,SUDESTE,até 19 anos,até 19 anos,DICT,P2P,Pix,"2821954,31",91869
202411,PF,PF,CENTRO-OESTE,SUL,até 19 anos,entre 30 e 39 anos,Nao disponivel,P2P,Nao disponivel,"27090,45",236
202411,PF,PJ,NORDESTE,NORTE,entre 20 e 29 anos,Nao se aplica,DICT,P2B,Pix,"53793646,07",81284
202411,PF,PF,CENTRO-OESTE,Nao informado,mais de 60 anos,entre 50 e 59 anos,Nao disponivel,P2P,Nao disponivel,200,1
202411,PJ,PJ,CENTRO-OESTE,SUL,Nao se aplica,Nao se aplica,QRDN,B2G,Pix,"5330368,09",3122
202411,PF,PF,NORTE,SUDESTE,entre 30 e 39 anos,entre 50 e 59 anos,QRES,P2P,Pix,"1488161,53",27024
202411,PF,PF,CENTRO-OESTE,SUDESTE,entre 20 e 29 anos,entre 20 e 29 anos,QRDN,P2P,Pix,"1025990,36",27975
202411,PF,PJ,SUDESTE,CENTRO-OESTE,entre 40 e 49 anos,Nao se aplica,QRES,P2B,Pix,"51285019,12",185507
202411,PF,PF,NORTE,NORTE,até 19 anos,mais de 60 anos,QRES,P2P,Pix,"2904091,36",205352
202411,PF,PF,CENTRO-OESTE,SUL,mais de 60 anos,entre 20 e 29 anos,MANU,P2P,Pix,"708888,4",1706
202411,PF,PJ,NORTE,SUDESTE,entre 50 e 59 anos,Nao se aplica,QRES,P2G,Pix,"3591,49",46
202411,PF,PJ,NORDESTE,NORDESTE,entre 20 e 29 anos,Nao se aplica,MANU,P2B,Pix Saque,6675,27
202411,PF,PF,NORTE,SUDESTE,entre 20 e 29 anos,até 19 anos,DICT,P2P,Pix,"4745167,98",65348
202411,PF,PJ,Nao informado,CENTRO-OESTE,entre 40 e 49 anos,Nao se aplica,QRDN,P2B,Pix,"906099,63",6699
202411,PF,PJ,SUL,NORDESTE,entre 50 e 59 anos,Nao se aplica,QRES,P2G,Pix,"524,81",29
202411,PF,PF,NORDESTE,Nao informado,entre 30 e 39 anos,mais de 60 anos,MANU,P2P,Pix,"122149,6",215
202411,PF,PF,NORTE,CENTRO-OESTE,entre 40 e 49 anos,entre 40 e 49 anos,DICT,P2P,Pix,"64203349,03",170540
202411,PF,PF,NORTE,NORDESTE,entre 20 e 29 anos,entre 40 e 49 anos,MANU,P2P,Pix,"6588109,1",45976
202411,PF,PF,SUL,CENTRO-OESTE,entre 40 e 49 anos,entre 40 e 49 anos,Nao disponivel,P2P,Nao disponivel,"88760,7",223
202411,PF,PF,Nao informado,CENTRO-OESTE,entre 30 e 39 anos,até 19 anos,MANU,P2P,Pix,"13148,36",102
202411,PF,PF,CENTRO-OESTE,SUDESTE,entre 40 e 49 anos,entre 30 e 39 anos,Nao disponivel,P2P,Nao disponivel,"480463,09",815
202411,PJ,PF,NORDESTE,SUDESTE,Nao se aplica,entre 40 e 49 anos,QRES,G2P,Pix,"9,5",1
202411,PF,PJ,NORTE,NORTE,entre 20 e 29 anos,Nao se aplica,QRDN,P2G,Pix,"21892438,1",72058
202411,PF,PF,NORDESTE,SUDESTE,entre 40 e 49 anos,entre 50 e 59 anos,QRES,P2P,Pix,"5189291,48",117675
202411,PJ,PJ,SUL,NORDESTE,Nao se aplica,Nao se aplica,QRES,B2G,Pix,"3511,39",21
202411,PF,PF,SUDESTE,NORTE,entre 40 e 49 anos,entre 50 e 59 anos,Nao disponivel,P2P,Nao disponivel,"35232,33",184
202411,PJ,PJ,NORDESTE,SUDESTE,Nao se aplica,Nao se aplica,DICT,B2B,Pix,"3983971216,06",464393
202411,PF,PJ,NORDESTE,NORTE,entre 50 e 59 anos,Nao se aplica,MANU,P2G,Pix,"29,28",1
202411,PJ,PF,NORDESTE,SUL,Nao se aplica,Nao informado,DICT,B2P,Pix,"170,42",6
202411,PF,PF,SUL,NORTE,até 19 anos,entre 40 e 49 anos,DICT,P2P,Pix,"1595829,9",20040
202411,PF,PF,NORTE,NORTE,entre 40 e 49 anos,mais de 60 anos,QRDN,P2P,Pix,"8065749,09",291722
202411,PF,PF,NORTE,NORTE,entre 20 e 29 anos,entre 30 e 39 anos,QRES,P2P,Pix,"57113277,21",1754191
202411,PF,PF,NORTE,Nao informado,entre 40 e 49 anos,entre 40 e 49 anos,DICT,P2P,Pix,"2261800,54",7750
202411,PF,PJ,SUDESTE,NORDESTE,entre 40 e 49 anos,Nao se aplica,QRDN,P2B,Pix Troco,"459,45",9
202411,PF,PF,SUDESTE,NORDESTE,mais de 60 anos,entre 50 e 59 anos,QRES,P2P,Pix,"1293642,51",20131
202411,PF,PF,SUL,SUL,entre 30 e 39 anos,até 19 anos,DICT,P2P,Pix,"237090605,22",1966750
202411,PF,PF,CENTRO-OESTE,NORDESTE,até 19 anos,entre 20 e 29 anos,MANU,P2P,Pix,"1638926,85",21916
202411,PF,PF,SUDESTE,SUDESTE,entre 20 e 29 anos,mais de 60 anos,Nao disponivel,P2P,Nao disponivel,"7055645,09",20748
202411,PF,PJ,Nao informado,SUDESTE,entre 50 e 59 anos,Nao se aplica,QRES,P2B,Pix,"2188228,44",6708
202411,PF,PF,SUL,CENTRO-OESTE,até 19 anos,entre 40 e 49 anos,QRDN,P2P,Pix,"66346,58",2282
202411,PJ,PJ,SUL,NORTE,Nao se aplica,Nao se aplica,Nao disponivel,B2B,Nao disponivel,"4965355,55",5352
202411,PF,PF,SUDESTE,NORDESTE,entre 30 e 39 anos,entre 50 e 59 anos,Nao disponivel,P2P,Nao disponivel,"372103,38",1409
202411,PF,PF,SUDESTE,CENTRO-OESTE,até 19 anos,mais de 60 anos,QRES,P2P,Pix,"77944,97",4777
202411,PF,PJ,SUDESTE,NORTE,entre 20 e 29 anos,Nao se aplica,QRES,P2G,Pix,"10783,43",25
202411,PJ,PJ,NORTE,NORTE,Nao se aplica,Nao se aplica,QRDN,G2G,Pix,"87848,5",157
202411,PF,PF,Nao informado,SUL,entre 50 e 59 anos,entre 30 e 39 anos,QRDN,P2P,Pix,"10329,02",103
202411,PF,PF,SUDESTE,Nao informado,mais de 60 anos,mais de 60 anos,Nao disponivel,P2P,Nao disponivel,930,3
202411,PF,PJ,NORTE,SUDESTE,entre 30 e 39 anos,Nao se aplica,QRDN,P2G,Pix,"416521,07",1274
202411,PF,PF,NORTE,NORDESTE,entre 50 e 59 anos,mais de 60 anos,QRDN,P2P,Pix,"195049,63",4348
202411,PJ,PJ,SUL,SUL,Nao se aplica,Nao se aplica,MANU,G2G,Pix,"831038924,8",2639
202411,PF,PJ,Nao informado,SUL,entre 40 e 49 anos,Nao se aplica,MANU,P2B,Pix,"2750276,26",1207
202411,PJ,PF,NORDESTE,NORDESTE,Nao se aplica,entre 20 e 29 anos,QRES,B2P,Pix,"48997429,62",252400
202411,PF,PJ,NORDESTE,NORTE,mais de 60 anos,Nao se aplica,QRDN,P2B,Pix,"8939908,25",144914
202411,PF,PF,Nao informado,SUDESTE,Nao informado,entre 40 e 49 anos,Nao disponivel,P2P,Nao disponivel,1,1
202411,PF,PF,Nao informado,SUDESTE,entre 40 e 49 anos,até 19 anos,QRDN,P2P,Pix,"592,92",28
202411,PF,PF,Nao informado,SUDESTE,Nao informado,entre 40 e 49 anos,QRDN,P2P,Pix,"368,73",22
202411,PF,PJ,Nao informado,SUDESTE,entre 50 e 59 anos,Nao se aplica,QRES,P2G,Pix,"2084,09",11
202411,PF,PF,CENTRO-OESTE,SUDESTE,mais de 60 anos,até 19 anos,DICT,P2P,Pix,"3405252,16",14242
202411,PF,PF,SUL,NORTE,mais de 60 anos,até 19 anos,QRDN,P2P,Pix,"2000,88",41
202411,PF,PJ,Nao informado,Nao informado,entre 20 e 29 anos,Nao se aplica,QRDN,P2B,Pix,"65354,19",1574
202411,PJ,PJ,SUDESTE,SUDESTE,Nao se aplica,Nao se aplica,MANU,G2G,Pix,"821189312,91",6266
202411,PF,PF,SUDESTE,SUDESTE,entre 20 e 29 anos,entre 40 e 49 anos,QRDN,P2P,Pix,"83347709,87",3520401
202411,PF,PJ,SUL,NORTE,entre 20 e 29 anos,Nao se aplica,QRDN,P2G,Pix,"160286,68",361
202411,PF,PJ,NORTE,NORTE,mais de 60 anos,Nao se aplica,QRDN,P2B,Pix Troco,"9680,47",28
202411,PF,PF,SUL,Nao informado,até 19 anos,entre 30 e 39 anos,MANU,P2P,Pix,"16127,14",150
202411,PF,PF,NORTE,SUDESTE,até 19 anos,até 19 anos,MANU,P2P,Pix,"272011,46",9557
202411,PF,PF,SUL,SUDESTE,entre 30 e 39 anos,entre 50 e 59 anos,Nao disponivel,P2P,Nao disponivel,"158023,53",606
202411,PF,PF,NORDESTE,SUDESTE,Nao informado,entre 40 e 49 anos,MANU,P2P,Pix,81,2
202411,PF,PF,NORDESTE,SUL,entre 20 e 29 anos,mais de 60 anos,MANU,P2P,Pix,"2569152,66",9736
202411,PJ,PF,CENTRO-OESTE,Nao informado,Nao se aplica,entre 40 e 49 anos,DICT,B2P,Pix,"4337613,82",2698
202411,PF,PF,NORDESTE,NORDESTE,mais de 60 anos,entre 30 e 39 anos,QRDN,P2P,Pix,"12875825,98",276965
202411,PF,PF,NORDESTE,CENTRO-OESTE,entre 30 e 39 anos,Nao informado,DICT,P2P,Pix,190,1
202411,PF,PF,SUDESTE,SUDESTE,entre 20 e 29 anos,entre 30 e 39 anos,QRDN,P2P,Pix,"90385916,12",3449955
202411,PF,PJ,SUL,SUL,até 19 anos,Nao se aplica,INIC,P2B,Pix,"773,79",7
202411,PF,PF,Nao informado,CENTRO-OESTE,entre 30 e 39 anos,entre 50 e 59 anos,QRES,P2P,Pix,"19250,9",378
202411,PF,PJ,Nao informado,SUL,entre 30 e 39 anos,Nao se aplica,DICT,P2G,Pix,150,1
202411,PF,PJ,SUL,SUL,entre 20 e 29 anos,Nao se aplica,QRDN,P2G,Pix,"39970093,71",152641
202411,PF,PF,NORDESTE,CENTRO-OESTE,entre 40 e 49 anos,entre 40 e 49 anos,DICT,P2P,Pix,"75518869,94",278265
202411,PF,PF,SUL,CENTRO-OESTE,entre 20 e 29 anos,entre 30 e 39 anos,DICT,P2P,Pix,"23605743,74",97014
202411,PF,PF,CENTRO-OESTE,NORDESTE,entre 50 e 59 anos,entre 40 e 49 anos,MANU,P2P,Pix,"5691985,73",25334
202411,PF,PF,SUL,NORTE,entre 50 e 59 anos,entre 20 e 29 anos,QRDN,P2P,Pix,"54483,81",1321
202411,PF,PJ,SUL,SUL,entre 20 e 29 anos,Nao se aplica,QRDN,P2B,Pix Saque,"32030130,55",112888
202411,PJ,PF,SUDESTE,NORDESTE,Nao se aplica,entre 40 e 49 anos,MANU,G2P,Pix,"79097,91",64
202411,PF,PF,SUDESTE,CENTRO-OESTE,mais de 60 anos,entre 40 e 49 anos,Nao disponivel,P2P,Nao disponivel,"86911,05",153
202411,PF,PF,Nao informado,SUL,mais de 60 anos,entre 40 e 49 anos,MANU,P2P,Pix,"237215,91",199
202411,PF,PJ,SUL,NORDESTE,mais de 60 anos,Nao se aplica,DICT,P2G,Pix,"1428,88",6
202411,PF,PF,Nao informado,SUDESTE,entre 50 e 59 anos,entre 40 e 49 anos,DICT,P2P,Pix,"7659440,61",7590
202411,PF,PF,NORDESTE,SUL,mais de 60 anos,até 19 anos,MANU,P2P,Pix,"35807,25",670
202411,PF,PF,NORTE,Nao informado,entre 30 e 39 anos,mais de 60 anos,QRDN,P2P,Pix,"5340,38",140
202411,PF,PF,SUL,NORTE,entre 50 e 59 anos,entre 20 e 29 anos,Nao disponivel,P2P,Nao disponivel,"19870,01",129
202411,PF,PF,SUDESTE,NORTE,entre 50 e 59 anos,até 19 anos,Nao disponivel,P2P,Nao disponivel,"2831,17",193
202411,PF,PF,CENTRO-OESTE,SUDESTE,entre 50 e 59 anos,mais de 60 anos,DICT,P2P,Pix,"45660261,71",59983
202411,PF,PF,NORDESTE,NORTE,entre 30 e 39 anos,entre 40 e 49 anos,QRDN,P2P,Pix,"1703204,16",59586
202411,PF,PF,SUDESTE,Nao informado,mais de 60 anos,entre 30 e 39 anos,QRDN,P2P,Pix,"10873,08",43
202411,PF,PF,NORTE,Nao informado,entre 40 e 49 anos,até 19 anos,QRES,P2P,Pix,"3207,47",40
202411,PF,PF,CENTRO-OESTE,CENTRO-OESTE,entre 50 e 59 anos,mais de 60 anos,QRDN,P2P,Pix,"3234467,15",76450
202411,PF,PF,NORTE,SUDESTE,entre 50 e 59 anos,entre 20 e 29 anos,MANU,P2P,Pix,"1742128,51",16059
202411,PF,PJ,NORTE,SUDESTE,entre 20 e 29 anos,Nao se aplica,QRDN,P2B,Pix Saque,"240283,82",1125
202411,PF,PJ,SUL,SUDESTE,entre 40 e 49 anos,Nao se aplica,INIC,P2B,Pix,"27484,39",1972
202411,PF,PF,SUDESTE,Nao informado,mais de 60 anos,Nao informado,QRES,P2P,Pix,2,2
202411,PF,PF,SUDESTE,Nao informado,entre 40 e 49 anos,entre 30 e 39 anos,DICT,P2P,Pix,"5874362,9",10803
202411,PF,PF,NORTE,NORTE,entre 20 e 29 anos,entre 40 e 49 anos,DICT,P2P,Pix,"951701399,25",6367417
202411,PF,PF,Nao informado,SUL,até 19 anos,entre 20 e 29 anos,MANU,P2P,Pix,6579,93
202411,PF,PF,NORDESTE,Nao informado,entre 20 e 29 anos,Nao informado,MANU,P2P,Pix,"605,9",29
202411,PJ,PF,NORTE,CENTRO-OESTE,Nao se aplica,entre 50 e 59 anos,DICT,B2P,Pix,"83562675,55",74658
